1000,10,55.86,2.032737,0.000283
1000,10,55.95,1.963861,0.000284
1000,10,60.07,1.987292,0.000291
1000,10,60.62,1.964336,0.000286
1000,10,53.21,1.991269,0.000295
2000,10,59.16,3.282238,0.000358
2000,10,59.98,3.192449,0.000349
2000,10,59.07,3.236427,0.000354
2000,10,57.51,3.231138,0.000350
2000,10,59.62,3.241606,0.000354
3000,10,59.52,4.695289,0.000420
3000,10,63.46,4.710782,0.000411
3000,10,59.89,4.730146,0.000426
3000,10,62.00,4.727578,0.000418
3000,10,60.53,4.422443,0.000421
4000,10,61.54,5.414252,0.000466
4000,10,61.26,5.090704,0.000489
4000,10,59.98,5.307559,0.000490
4000,10,58.61,5.552329,0.000484
4000,10,62.18,5.506182,0.000479
5000,10,60.26,5.658294,0.000539
5000,10,63.19,6.247334,0.000544
5000,10,63.19,6.218235,0.000536
5000,10,60.16,6.034645,0.000538
5000,10,61.90,5.793275,0.000553
6000,10,61.36,6.502259,0.000598
6000,10,60.81,6.744099,0.000608
6000,10,62.64,6.956828,0.000608
6000,10,58.97,6.482113,0.000596
6000,10,58.06,6.898738,0.000600
7000,10,61.36,7.305439,0.000668
7000,10,59.89,7.163718,0.000672
7000,10,61.26,7.335620,0.000659
7000,10,61.45,7.223939,0.000656
7000,10,59.71,7.295006,0.000668
8000,10,60.16,7.762030,0.000731
8000,10,60.71,8.210607,0.000726
8000,10,58.06,8.324835,0.000738
8000,10,59.34,8.069016,0.000732
8000,10,59.16,8.413794,0.000723
9000,10,59.80,8.476277,0.000855
9000,10,61.90,9.088491,0.000788
9000,10,63.28,9.120428,0.000785
9000,10,58.70,8.761888,0.000815
9000,10,59.98,9.166746,0.000808
10000,10,63.00,9.956527,0.000879
10000,10,61.81,9.498665,0.000873
10000,10,63.46,9.649307,0.000870
10000,10,61.26,9.660252,0.000870
10000,10,59.71,9.638364,0.000845
1000,20,57.05,2.155821,0.000329
1000,20,57.23,2.146230,0.000327
1000,20,57.78,2.119146,0.000324
1000,20,58.06,2.190883,0.000322
1000,20,59.25,2.102327,0.000317
2000,20,56.32,3.317201,0.000391
2000,20,61.17,3.321961,0.000391
2000,20,57.88,3.521592,0.000415
2000,20,60.07,3.483056,0.000414
2000,20,61.72,3.449575,0.000410
3000,20,60.99,4.720357,0.000514
3000,20,60.99,4.899195,0.000513
3000,20,61.54,5.008978,0.000481
3000,20,62.18,4.900210,0.000456
3000,20,59.62,4.774627,0.000450
4000,20,61.81,5.298995,0.000494
4000,20,61.26,5.290777,0.000509
4000,20,61.72,5.493078,0.000502
4000,20,63.37,5.615505,0.000504
4000,20,61.63,5.076572,0.000499
5000,20,62.36,5.967754,0.000565
5000,20,61.45,5.768674,0.000565
5000,20,62.09,6.151838,0.000556
5000,20,66.76,6.043142,0.000559
5000,20,63.19,6.321247,0.000568
6000,20,60.26,6.525540,0.000617
6000,20,60.71,6.683379,0.000626
6000,20,63.55,7.007065,0.000708
6000,20,64.74,6.485064,0.000637
6000,20,61.08,6.885321,0.000624
7000,20,62.82,7.661775,0.000683
7000,20,62.27,7.549441,0.000673
7000,20,63.10,7.477914,0.000679
7000,20,64.93,7.581760,0.000678
7000,20,58.88,7.542764,0.000685
8000,20,61.54,7.832595,0.000733
8000,20,61.26,7.889593,0.000733
8000,20,60.35,7.793447,0.000809
8000,20,62.09,7.927007,0.000738
8000,20,62.00,8.372009,0.000759
9000,20,62.82,8.928135,0.000826
9000,20,61.36,8.512548,0.000790
9000,20,60.53,8.422981,0.000800
9000,20,64.47,8.687422,0.000792
9000,20,62.09,8.953946,0.000783
10000,20,60.07,9.221373,0.000840
10000,20,59.98,9.421525,0.000858
10000,20,62.82,9.521580,0.000850
10000,20,62.36,9.415361,0.000841
10000,20,60.99,9.517772,0.000846
1000,30,62.00,2.142929,0.000326
1000,30,59.16,2.188139,0.000333
1000,30,59.34,2.168707,0.000329
1000,30,61.36,2.174886,0.000325
1000,30,56.68,2.235940,0.000339
2000,30,64.84,3.510237,0.000414
2000,30,65.11,3.427284,0.000399
2000,30,66.12,3.418381,0.000394
2000,30,61.45,3.532717,0.000413
2000,30,64.29,3.522686,0.000410
3000,30,66.58,5.065713,0.000463
3000,30,65.11,4.795457,0.000455
3000,30,64.10,4.707415,0.000466
3000,30,64.74,4.691338,0.000459
3000,30,67.03,4.855966,0.000454
4000,30,66.30,5.517347,0.000519
4000,30,65.93,5.612231,0.000514
4000,30,68.77,5.655416,0.000516
4000,30,65.66,5.278545,0.000509
4000,30,65.75,5.283523,0.000526
5000,30,66.30,6.065144,0.000586
5000,30,66.76,6.431893,0.000611
5000,30,67.95,6.287399,0.000575
5000,30,64.74,5.758799,0.000562
5000,30,67.22,6.389390,0.000565
6000,30,66.48,7.094076,0.000629
6000,30,67.12,6.630220,0.000623
6000,30,69.41,6.700365,0.000622
6000,30,61.81,6.982777,0.000619
6000,30,68.13,6.541121,0.000635
7000,30,65.29,7.645146,0.000694
7000,30,67.31,7.725829,0.000696
7000,30,67.40,7.090305,0.000682
7000,30,67.67,7.547271,0.000691
7000,30,66.03,7.170492,0.000683
8000,30,65.57,8.015757,0.000746
8000,30,67.67,8.249451,0.000740
8000,30,65.93,8.110899,0.000747
8000,30,68.41,8.371697,0.000745
8000,30,66.85,8.072928,0.000738
9000,30,66.48,8.672564,0.000809
9000,30,67.95,8.862484,0.000808
9000,30,64.01,8.963916,0.000801
9000,30,64.19,9.156358,0.000804
9000,30,64.01,8.899172,0.000815
10000,30,65.20,9.252201,0.000854
10000,30,66.58,9.335267,0.000847
10000,30,69.51,9.715524,0.000855
10000,30,68.50,9.359997,0.000852
10000,30,68.22,9.314781,0.000865
1000,40,57.23,2.181699,0.000330
1000,40,55.31,2.211107,0.000341
1000,40,60.26,2.271565,0.000346
1000,40,61.17,2.245564,0.000330
1000,40,59.16,2.196711,0.000335
2000,40,60.62,3.408699,0.000393
2000,40,57.60,3.453791,0.000400
2000,40,57.97,3.453174,0.000396
2000,40,60.16,3.450456,0.000404
2000,40,58.33,3.507098,0.000417
3000,40,63.37,4.661006,0.000457
3000,40,62.18,4.695393,0.000459
3000,40,64.19,4.761317,0.000464
3000,40,64.65,4.801466,0.000466
3000,40,64.10,4.661309,0.000460
4000,40,61.08,5.761771,0.000575
4000,40,59.71,5.572531,0.000522
4000,40,63.83,5.523302,0.000510
4000,40,61.36,5.553453,0.000515
4000,40,62.91,5.529323,0.000515
5000,40,61.26,6.007340,0.000594
5000,40,61.26,6.252397,0.000571
5000,40,62.18,6.282613,0.000563
5000,40,62.18,6.157926,0.000575
5000,40,62.55,6.186910,0.000572
6000,40,63.74,6.958504,0.000622
6000,40,63.19,6.685507,0.000621
6000,40,62.00,6.559769,0.000616
6000,40,64.01,7.019613,0.000628
6000,40,63.10,6.909317,0.000626
7000,40,63.10,7.531191,0.000685
7000,40,63.46,7.556800,0.000689
7000,40,64.84,7.395324,0.000689
7000,40,61.81,7.576241,0.000687
7000,40,64.38,7.696589,0.000697
8000,40,64.38,8.046373,0.000743
8000,40,64.38,8.217088,0.000764
8000,40,67.22,8.422365,0.000771
8000,40,64.65,8.278329,0.000771
8000,40,67.49,8.401434,0.000768
9000,40,64.38,8.716491,0.000821
9000,40,66.76,8.679729,0.000802
9000,40,65.66,8.901921,0.000806
9000,40,64.74,8.893709,0.000817
9000,40,67.40,8.709954,0.000799
10000,40,65.29,9.499448,0.000846
10000,40,68.22,9.685477,0.000866
10000,40,64.74,9.431170,0.000880
10000,40,65.38,9.713779,0.000852
10000,40,64.01,9.726571,0.000858
1000,50,58.15,2.212980,0.000332
1000,50,58.97,2.177315,0.000330
1000,50,63.64,2.182559,0.000331
1000,50,60.44,2.197410,0.000331
1000,50,56.96,2.178704,0.000328
2000,50,60.90,3.447520,0.000406
2000,50,60.81,3.394556,0.000398
2000,50,65.93,3.507962,0.000409
2000,50,64.65,3.484695,0.000406
2000,50,65.84,3.476150,0.000406
3000,50,64.74,4.820984,0.000456
3000,50,61.36,4.726144,0.000460
3000,50,65.29,4.900636,0.000458
3000,50,62.00,4.981846,0.000455
3000,50,62.18,4.715253,0.000456
4000,50,64.10,5.179919,0.000517
4000,50,66.03,5.521276,0.000517
4000,50,66.85,5.461652,0.000511
4000,50,62.55,5.360763,0.000512
4000,50,67.12,5.328919,0.000508
5000,50,68.59,6.455213,0.000582
5000,50,65.66,6.389876,0.000574
5000,50,64.56,6.364262,0.000572
5000,50,66.03,6.311372,0.000573
5000,50,65.75,6.418290,0.000586
6000,50,65.48,6.561714,0.000636
6000,50,66.76,6.962271,0.000628
6000,50,63.64,6.689595,0.000632
6000,50,67.40,7.112675,0.000632
6000,50,64.38,7.005202,0.000632
7000,50,65.66,7.490147,0.000694
7000,50,67.58,7.291214,0.000688
7000,50,65.02,7.411902,0.000693
7000,50,65.11,7.583020,0.000689
7000,50,64.93,7.669223,0.000690
8000,50,67.67,8.006809,0.000737
8000,50,65.29,8.265757,0.000756
8000,50,67.12,7.864937,0.000738
8000,50,65.57,8.182143,0.000745
8000,50,64.47,8.068355,0.000807
9000,50,64.19,7.206923,0.000808
9000,50,64.47,7.431460,0.000800
9000,50,66.48,7.379691,0.000803
9000,50,65.84,7.356233,0.000830
9000,50,67.40,7.601166,0.000809
10000,50,67.31,7.890020,0.000859
10000,50,69.32,8.080647,0.000858
10000,50,68.86,7.809856,0.000868
10000,50,68.04,7.779975,0.000858
10000,50,68.04,8.109795,0.000861
1000,60,59.62,2.188056,0.000332
1000,60,55.86,2.294961,0.000332
1000,60,57.69,2.209794,0.000334
1000,60,57.14,2.199472,0.000330
1000,60,59.71,2.200478,0.000333
2000,60,61.08,3.495229,0.000404
2000,60,62.27,3.374545,0.000398
2000,60,62.18,3.433319,0.000394
2000,60,59.62,3.457815,0.000397
2000,60,60.62,3.379114,0.000401
3000,60,63.00,4.588005,0.000459
3000,60,63.19,4.769726,0.000535
3000,60,59.62,4.663034,0.000458
3000,60,57.33,4.713106,0.000458
3000,60,65.29,4.793814,0.000461
4000,60,63.55,5.429418,0.000511
4000,60,59.80,5.428235,0.000519
4000,60,63.37,5.274800,0.000548
4000,60,61.72,5.431797,0.000519
4000,60,62.36,5.409799,0.000520
5000,60,62.91,6.341875,0.000575
5000,60,64.56,6.275003,0.000577
5000,60,63.74,5.823743,0.000572
5000,60,63.46,5.819377,0.000575
5000,60,63.74,6.398581,0.000568
6000,60,63.00,6.957908,0.000631
6000,60,63.46,6.897467,0.000632
6000,60,65.02,7.442486,0.000636
6000,60,64.19,7.008009,0.000632
6000,60,62.45,7.062404,0.000635
7000,60,67.86,7.684635,0.000686
7000,60,61.26,7.664586,0.000684
7000,60,67.31,7.617716,0.000686
7000,60,63.37,7.177502,0.000695
7000,60,66.03,7.669489,0.000692
8000,60,63.92,8.285043,0.000751
8000,60,63.74,8.030799,0.000750
8000,60,64.56,8.410227,0.000760
8000,60,62.18,8.072923,0.000747
8000,60,64.74,7.767811,0.000745
9000,60,59.52,7.526778,0.000802
9000,60,63.92,7.570569,0.000811
9000,60,64.19,7.770017,0.000808
9000,60,64.38,7.085285,0.000811
9000,60,65.48,7.543149,0.000798
10000,60,64.38,9.553322,0.000871
10000,60,66.76,9.349010,0.000858
10000,60,66.76,9.626852,0.000866
10000,60,63.55,9.482865,0.000946
10000,60,62.73,9.821564,0.000898
1000,70,56.23,2.352557,0.000344
1000,70,58.97,2.275403,0.000343
1000,70,58.33,2.197517,0.000330
1000,70,55.49,2.202882,0.000330
1000,70,57.14,2.194513,0.000331
2000,70,64.29,3.436273,0.000402
2000,70,60.81,3.450500,0.000402
2000,70,62.00,3.453629,0.000466
2000,70,61.45,3.466138,0.000400
2000,70,62.91,3.381715,0.000398
3000,70,62.73,4.927412,0.000479
3000,70,65.11,4.748917,0.000461
3000,70,63.92,4.740526,0.000464
3000,70,65.38,4.698883,0.000460
3000,70,65.48,4.887581,0.000522
4000,70,63.00,5.681660,0.000519
4000,70,66.21,5.646732,0.000522
4000,70,60.81,5.282849,0.000517
4000,70,60.26,5.185901,0.000523
4000,70,64.29,5.499822,0.000521
5000,70,64.74,6.123720,0.000635
5000,70,64.84,6.434098,0.000579
5000,70,64.56,6.219022,0.000587
5000,70,63.83,6.132053,0.000592
5000,70,65.29,6.473091,0.000577
6000,70,67.77,6.677848,0.000630
6000,70,67.22,6.682735,0.000633
6000,70,64.29,6.839255,0.000649
6000,70,66.48,6.784527,0.000635
6000,70,62.09,6.965791,0.000632
7000,70,64.65,7.316036,0.000685
7000,70,66.30,7.695978,0.000708
7000,70,65.93,7.861766,0.000710
7000,70,62.45,7.459200,0.000693
7000,70,66.12,7.249698,0.000698
8000,70,62.45,6.463670,0.000743
8000,70,64.56,6.700039,0.000752
8000,70,63.37,6.441967,0.000822
8000,70,65.02,6.606320,0.000750
8000,70,64.38,6.970011,0.000744
9000,70,65.38,8.732424,0.000804
9000,70,63.46,8.690099,0.000801
9000,70,65.20,9.077288,0.000823
9000,70,65.20,9.063749,0.000805
9000,70,65.02,8.645518,0.000796
10000,70,64.38,9.191933,0.000944
10000,70,64.29,9.453223,0.000855
10000,70,63.64,9.708007,0.000871
10000,70,67.40,9.331330,0.000869
10000,70,64.56,9.466709,0.000858
1000,80,62.18,2.253361,0.000344
1000,80,60.53,2.217221,0.000332
1000,80,58.88,2.241399,0.000331
1000,80,56.50,2.226072,0.000404
1000,80,58.52,2.227016,0.000334
2000,80,63.64,3.459459,0.000406
2000,80,59.25,3.491757,0.000399
2000,80,62.00,3.520539,0.000394
2000,80,61.90,3.454744,0.000396
2000,80,59.43,3.471912,0.000419
3000,80,61.26,4.955043,0.000461
3000,80,60.07,4.954214,0.000454
3000,80,62.36,4.618997,0.000463
3000,80,63.37,4.817005,0.000469
3000,80,62.00,4.893519,0.000462
4000,80,62.73,5.648759,0.000535
4000,80,62.55,5.695251,0.000529
4000,80,61.72,5.256624,0.000518
4000,80,61.26,5.405751,0.000523
4000,80,62.36,5.647032,0.000520
5000,80,63.83,6.429826,0.000574
5000,80,67.77,6.026226,0.000568
5000,80,61.54,6.140302,0.000576
5000,80,63.83,6.421649,0.000576
5000,80,65.93,6.095000,0.000572
6000,80,63.37,6.910457,0.000642
6000,80,66.21,7.065509,0.000642
6000,80,65.29,7.002414,0.000649
6000,80,66.03,6.947122,0.000635
6000,80,64.56,6.872910,0.000703
7000,80,66.03,7.641966,0.000693
7000,80,61.17,7.325560,0.000686
7000,80,65.11,7.275111,0.000698
7000,80,62.00,7.624828,0.000687
7000,80,65.66,7.428825,0.000684
8000,80,65.93,8.005246,0.000746
8000,80,63.55,7.961870,0.000762
8000,80,63.64,8.453122,0.000775
8000,80,61.45,8.561506,0.000774
8000,80,64.19,8.053802,0.000774
9000,80,63.19,8.802971,0.000819
9000,80,63.10,8.542690,0.000804
9000,80,65.38,8.895057,0.000811
9000,80,65.75,8.758811,0.000798
9000,80,63.55,9.154806,0.000842
10000,80,61.26,8.232166,0.000877
10000,80,65.02,9.762345,0.000865
10000,80,66.58,9.513145,0.000849
10000,80,63.83,9.560586,0.000856
10000,80,64.65,9.326252,0.000885
1000,90,60.44,2.368369,0.000352
1000,90,59.52,2.334932,0.000353
1000,90,57.42,2.300390,0.000342
1000,90,57.05,2.298828,0.000332
1000,90,53.85,2.184809,0.000330
2000,90,65.11,3.502832,0.000403
2000,90,62.55,3.441373,0.000396
2000,90,61.26,3.404376,0.000406
2000,90,62.91,3.416046,0.000406
2000,90,61.81,3.418491,0.000394
3000,90,63.37,4.627603,0.000459
3000,90,60.71,4.598100,0.000458
3000,90,64.47,4.712212,0.000462
3000,90,61.63,4.805125,0.000456
3000,90,62.91,4.962165,0.000473
4000,90,65.38,5.206232,0.000519
4000,90,62.91,5.547238,0.000508
4000,90,62.27,5.217999,0.000526
4000,90,64.65,5.422786,0.000521
4000,90,64.74,5.837554,0.000519
5000,90,67.40,6.185814,0.000584
5000,90,62.82,6.238940,0.000581
5000,90,63.10,6.302624,0.000585
5000,90,64.38,6.240650,0.000577
5000,90,63.83,6.178114,0.000595
6000,90,64.29,6.678166,0.000626
6000,90,61.90,6.787206,0.000636
6000,90,66.48,7.122167,0.000639
6000,90,65.66,6.718381,0.000644
6000,90,62.73,7.009612,0.000650
7000,90,60.99,6.302616,0.000689
7000,90,62.64,6.101015,0.000688
7000,90,64.56,6.171395,0.000688
7000,90,63.74,6.217125,0.000711
7000,90,63.28,6.025607,0.000692
8000,90,64.93,8.217960,0.000734
8000,90,65.11,7.941709,0.000757
8000,90,63.92,8.303308,0.000761
8000,90,66.39,8.003663,0.000748
8000,90,65.66,6.920801,0.000743
9000,90,64.01,7.256657,0.000806
9000,90,67.12,7.121764,0.000807
9000,90,65.29,7.284501,0.000816
9000,90,64.65,7.528216,0.000872
9000,90,65.20,7.615681,0.000822
10000,90,63.64,9.447139,0.000852
10000,90,65.02,7.634963,0.000872
10000,90,68.59,8.191376,0.000867
10000,90,64.47,7.610451,0.000916
10000,90,65.11,9.490721,0.000859
1000,100,61.17,2.255032,0.000335
1000,100,58.42,2.251738,0.000335
1000,100,55.77,2.235684,0.000335
1000,100,55.68,2.238419,0.000334
1000,100,60.62,2.311423,0.000330
2000,100,61.63,3.460586,0.000403
2000,100,65.11,3.480732,0.000406
2000,100,61.54,3.514468,0.000402
2000,100,58.61,3.485487,0.000406
2000,100,61.90,3.461911,0.000405
3000,100,62.64,4.839628,0.000460
3000,100,65.84,4.832153,0.000450
3000,100,61.81,4.903223,0.000458
3000,100,58.79,4.971774,0.000466
3000,100,62.82,4.894453,0.000458
4000,100,61.90,5.213327,0.000521
4000,100,64.47,5.263435,0.000522
4000,100,61.63,5.483694,0.000509
4000,100,63.74,5.710649,0.000518
4000,100,62.91,5.787009,0.000520
5000,100,63.19,6.065892,0.000578
5000,100,62.73,6.131530,0.000586
5000,100,65.75,6.319638,0.000577
5000,100,62.64,6.435467,0.000571
5000,100,63.28,6.403479,0.000571
6000,100,65.29,6.586912,0.000634
6000,100,64.47,6.973938,0.000638
6000,100,64.93,7.158493,0.000648
6000,100,67.67,6.979991,0.000640
6000,100,62.82,7.046582,0.000631
7000,100,63.64,6.332366,0.000713
7000,100,65.75,6.005439,0.000703
7000,100,63.92,6.040123,0.000683
7000,100,63.74,6.154098,0.000688
7000,100,62.45,5.952108,0.000696
8000,100,64.01,8.266851,0.000760
8000,100,62.82,8.061684,0.000745
8000,100,61.45,8.177177,0.000756
8000,100,62.55,8.444165,0.000742
8000,100,64.10,8.352958,0.000758
9000,100,63.92,7.059480,0.000796
9000,100,64.65,9.000117,0.000830
9000,100,68.41,7.293895,0.000808
9000,100,64.56,8.875094,0.000809
9000,100,66.94,7.278925,0.000807
10000,100,63.55,9.399818,0.000873
10000,100,65.20,9.597414,0.000859
10000,100,65.38,9.444916,0.000856
10000,100,65.38,9.409875,0.000872
10000,100,63.46,9.593027,0.000868
